User ID,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,plan_duration_days,days_since_last_payment,user_lifetime_days,is_churned
612,Premium,11,2022-07-17,2023-03-30,Canada,36,Male,Smart TV,1 Month,30,751,1007,1
613,Standard,12,2022-07-27,2024-06-14,United Kingdom,51,Male,Laptop,1 Month,30,309,997,1
614,Basic,15,2022-08-14,2024-02-26,Australia,51,Male,Smartphone,1 Month,30,418,979,1
615,Standard,13,2022-08-15,2023-11-28,Germany,43,Male,Smart TV,1 Month,30,508,978,1
616,Premium,14,2022-09-02,2023-11-07,France,38,Female,Laptop,1 Month,30,529,960,1
617,Basic,11,2022-09-05,2022-11-20,Brazil,45,Female,Smartphone,1 Month,30,881,957,1
618,Standard,10,2022-09-06,2023-05-26,Mexico,28,Female,Smart TV,1 Month,30,694,956,1
619,Premium,11,2022-09-06,2023-08-06,Spain,27,Male,Smartphone,1 Month,30,622,956,1
620,Basic,11,2022-09-05,2024-03-13,Italy,41,Female,Smartphone,1 Month,30,402,957,1
621,Premium,14,2022-09-06,2023-02-25,Spain,49,Male,Smart TV,1 Month,30,784,956,1
622,Basic,12,2022-08-29,2023-11-16,Spain,35,Male,Smartphone,1 Month,30,520,964,1
623,Standard,13,2022-08-30,2024-02-23,United States,29,Female,Smart TV,1 Month,30,421,963,1
624,Standard,10,2022-09-02,2023-10-09,Canada,42,Male,Smartphone,1 Month,30,558,960,1
625,Basic,15,2022-09-20,2024-05-07,United States,33,Male,Tablet,1 Month,30,347,942,1
626,Premium,10,2022-09-23,2023-07-08,United States,30,Male,Laptop,1 Month,30,651,939,1
627,Basic,11,2022-09-29,2024-08-14,Canada,43,Female,Smart TV,1 Month,30,248,933,1
628,Standard,10,2022-10-09,2024-02-21,United Kingdom,42,Male,Smartphone,1 Month,30,423,923,1
629,Premium,11,2022-10-12,2022-11-22,Australia,39,Male,Tablet,1 Month,30,879,920,1
630,Basic,15,2022-10-06,2023-09-30,Germany,32,Female,Smart TV,1 Month,30,567,926,1
631,Premium,14,2022-09-21,2023-10-13,France,31,Male,Smartphone,1 Month,30,554,941,1
632,Basic,13,2022-09-23,2023-12-04,Brazil,39,Male,Smartphone,1 Month,30,502,939,1
633,Standard,12,2022-09-28,2024-08-25,Mexico,41,Female,Smartphone,1 Month,30,237,934,1
634,Standard,12,2022-09-29,2023-11-05,Spain,51,Female,Smart TV,1 Month,30,531,933,1
635,Basic,13,2022-10-03,2022-11-09,Italy,29,Male,Laptop,1 Month,30,892,929,1
636,Premium,10,2022-10-28,2023-03-28,Spain,33,Female,Smart TV,1 Month,30,753,904,1
637,Basic,12,2022-11-14,2023-11-26,Spain,51,Female,Tablet,1 Month,30,510,887,1
638,Standard,11,2022-11-16,2023-03-15,United States,38,Male,Tablet,1 Month,30,766,885,1
639,Premium,10,2022-11-17,2024-09-24,Canada,37,Female,Laptop,1 Month,30,207,884,1
640,Basic,13,2022-11-20,2023-10-31,United States,50,Female,Laptop,1 Month,30,536,881,1
641,Premium,12,2022-11-21,2023-06-16,United States,33,Male,Tablet,1 Month,30,673,880,1
642,Basic,11,2022-11-19,2024-06-10,Canada,27,Male,Laptop,1 Month,30,313,882,1
643,Standard,11,2022-10-28,2023-01-06,United Kingdom,50,Female,Smartphone,1 Month,30,834,904,1
644,Standard,15,2022-10-27,2024-04-10,Australia,47,Female,Laptop,1 Month,30,374,905,1
645,Basic,13,2022-10-27,2023-04-19,Germany,41,Male,Laptop,1 Month,30,731,905,1
646,Premium,10,2022-10-27,2023-06-14,France,49,Female,Laptop,1 Month,30,675,905,1
647,Basic,15,2022-10-25,2024-02-27,Brazil,32,Male,Smart TV,1 Month,30,417,907,1
648,Standard,10,2022-10-17,2024-05-26,Mexico,38,Female,Smartphone,1 Month,30,328,915,1
649,Premium,14,2022-08-20,2024-03-18,Spain,38,Female,Smartphone,1 Month,30,397,973,1
650,Basic,15,2022-08-16,2023-05-25,Italy,28,Female,Smart TV,1 Month,30,695,977,1
651,Premium,13,2022-08-15,2023-10-08,Spain,31,Male,Tablet,1 Month,30,559,978,1
652,Basic,14,2022-08-15,2024-04-29,Spain,39,Female,Smartphone,1 Month,30,355,978,1
653,Standard,11,2022-07-29,2023-05-10,United States,28,Female,Smartphone,1 Month,30,710,995,1
654,Standard,12,2022-07-17,2023-11-08,Canada,30,Female,Smartphone,1 Month,30,528,1007,1
655,Basic,11,2022-07-26,2022-09-03,United States,42,Male,Tablet,1 Month,30,959,998,1
656,Premium,14,2022-07-31,2023-04-28,United States,33,Female,Laptop,1 Month,30,722,993,1
657,Basic,14,2022-08-03,2023-05-10,Canada,34,Female,Smart TV,1 Month,30,710,990,1
658,Standard,13,2022-08-04,2022-09-07,United Kingdom,49,Female,Smart TV,1 Month,30,955,989,1
659,Premium,13,2022-08-03,2022-12-29,Australia,41,Male,Laptop,1 Month,30,842,990,1
660,Basic,12,2022-06-27,2023-08-04,Germany,28,Male,Smart TV,1 Month,30,624,1027,1
661,Premium,14,2022-06-27,2022-09-29,France,49,Female,Laptop,1 Month,30,933,1027,1
662,Basic,15,2022-06-15,2022-12-07,Brazil,49,Male,Tablet,1 Month,30,864,1039,1
663,Standard,11,2022-06-13,2023-02-21,Mexico,36,Male,Tablet,1 Month,30,788,1041,1
664,Standard,11,2022-06-12,2023-03-07,Spain,31,Male,Smart TV,1 Month,30,774,1042,1
665,Basic,10,2022-06-18,2023-01-10,Italy,38,Male,Smartphone,1 Month,30,830,1036,1
666,Premium,15,2022-06-26,2023-05-03,Spain,34,Female,Tablet,1 Month,30,717,1028,1
667,Basic,11,2022-06-30,2022-09-30,Spain,51,Female,Smartphone,1 Month,30,932,1024,1
668,Standard,13,2022-07-03,2023-03-06,United States,49,Male,Smart TV,1 Month,30,775,1021,1
669,Premium,13,2022-06-19,2023-10-22,Canada,27,Female,Tablet,1 Month,30,545,1035,1
670,Basic,10,2022-06-08,2024-03-08,United States,38,Male,Smart TV,1 Month,30,407,1046,1
671,Basic,10,2022-06-08,2022-10-20,United States,51,Male,Tablet,1 Month,30,912,1046,1
672,Basic,14,2022-06-09,2022-10-15,Canada,47,Female,Tablet,1 Month,30,917,1045,1
673,Standard,15,2022-06-09,2023-12-01,United Kingdom,37,Male,Smartphone,1 Month,30,505,1045,1
674,Premium,13,2022-06-10,2023-07-29,Australia,37,Female,Laptop,1 Month,30,630,1044,1
675,Basic,11,2022-06-11,2023-08-19,Germany,39,Female,Tablet,1 Month,30,609,1043,1
676,Basic,11,2022-06-13,2023-12-12,France,31,Male,Smartphone,1 Month,30,494,1041,1
677,Premium,13,2022-06-17,2023-11-04,Brazil,36,Male,Smart TV,1 Month,30,532,1037,1
678,Standard,15,2022-06-27,2024-05-01,Mexico,42,Female,Smart TV,1 Month,30,353,1027,1
679,Standard,11,2022-07-05,2023-10-14,Spain,49,Male,Laptop,1 Month,30,553,1019,1
680,Basic,15,2022-07-07,2022-08-28,Italy,44,Female,Laptop,1 Month,30,965,1017,1
681,Premium,11,2022-07-16,2024-03-01,Spain,33,Male,Laptop,1 Month,30,414,1008,1
682,Standard,11,2022-07-23,2023-11-22,Spain,42,Male,Tablet,1 Month,30,514,1001,1
683,Basic,13,2022-08-03,2022-11-23,United States,39,Male,Smartphone,1 Month,30,878,990,1
684,Standard,10,2022-08-11,2023-02-01,Canada,49,Male,Smartphone,1 Month,30,808,982,1
685,Premium,12,2022-08-15,2022-12-07,United States,31,Male,Smartphone,1 Month,30,864,978,1
686,Basic,14,2022-08-18,2022-12-03,United States,37,Male,Tablet,1 Month,30,868,975,1
687,Premium,13,2022-08-26,2023-12-25,Canada,30,Female,Tablet,1 Month,30,481,967,1
688,Standard,10,2022-09-03,2022-10-03,United Kingdom,42,Male,Smartphone,1 Month,30,929,959,1
689,Basic,15,2022-09-04,2022-11-23,Australia,37,Female,Smart TV,1 Month,30,878,958,1
690,Standard,15,2022-09-05,2023-12-24,Germany,36,Male,Laptop,1 Month,30,482,957,1
691,Premium,11,2022-09-01,2023-12-23,France,28,Female,Laptop,1 Month,30,483,961,1
692,Basic,15,2022-08-31,2024-01-30,Brazil,36,Male,Tablet,1 Month,30,445,962,1
693,Standard,14,2022-09-01,2022-11-03,Mexico,31,Female,Tablet,1 Month,30,898,961,1
694,Premium,14,2022-09-17,2023-09-29,Spain,46,Male,Smart TV,1 Month,30,568,945,1
695,Basic,13,2022-09-21,2023-01-23,Italy,28,Male,Laptop,1 Month,30,817,941,1
696,Premium,15,2022-09-29,2023-01-08,Spain,31,Male,Tablet,1 Month,30,832,933,1
697,Basic,12,2022-10-06,2024-05-08,Spain,43,Male,Smart TV,1 Month,30,346,926,1
698,Standard,10,2022-10-12,2023-04-13,United States,28,Male,Laptop,1 Month,30,737,920,1
699,Standard,13,2022-10-07,2023-07-13,Canada,32,Female,Smartphone,1 Month,30,646,925,1
700,Basic,12,2022-10-04,2024-01-14,United States,31,Female,Laptop,1 Month,30,461,928,1
701,Premium,11,2022-09-24,2023-02-18,United States,45,Male,Smart TV,1 Month,30,791,938,1
702,Basic,14,2022-09-25,2023-08-26,Canada,36,Male,Smartphone,1 Month,30,602,937,1
703,Standard,14,2022-09-27,2023-07-21,United Kingdom,35,Male,Laptop,1 Month,30,638,935,1
704,Premium,13,2022-09-30,2022-12-22,Australia,27,Female,Tablet,1 Month,30,849,932,1
705,Basic,13,2022-10-04,2023-06-26,Germany,32,Male,Laptop,1 Month,30,663,928,1
706,Premium,12,2022-10-24,2023-12-16,France,46,Female,Smartphone,1 Month,30,490,908,1
707,Basic,12,2022-10-28,2024-01-01,Brazil,36,Male,Smart TV,1 Month,30,474,904,1
708,Standard,13,2022-11-02,2024-08-16,Mexico,39,Male,Laptop,1 Month,30,246,899,1
709,Standard,12,2022-11-07,2023-10-05,Spain,48,Female,Smart TV,1 Month,30,562,894,1
710,Basic,10,2022-11-10,2023-07-04,Italy,48,Female,Smart TV,1 Month,30,655,891,1
711,Premium,14,2022-11-15,2023-07-31,Spain,27,Female,Laptop,1 Month,30,628,886,1
712,Basic,13,2022-11-08,2024-07-07,Spain,45,Male,Tablet,1 Month,30,286,893,1
713,Standard,10,2022-11-01,2023-02-13,United States,30,Male,Laptop,1 Month,30,796,900,1
714,Premium,15,2022-10-30,2024-02-06,Canada,29,Male,Tablet,1 Month,30,438,902,1
715,Basic,12,2022-10-28,2023-03-09,United States,43,Female,Laptop,1 Month,30,772,904,1
716,Premium,10,2022-10-26,2024-01-20,United States,43,Male,Laptop,1 Month,30,455,906,1
717,Basic,15,2022-10-18,2023-09-18,Canada,39,Female,Tablet,1 Month,30,579,914,1
718,Standard,14,2022-09-30,2023-02-04,United Kingdom,27,Male,Tablet,1 Month,30,805,932,1
719,Standard,10,2022-09-03,2023-09-02,Australia,33,Female,Tablet,1 Month,30,595,959,1
720,Basic,10,2022-08-23,2023-11-30,Germany,32,Female,Tablet,1 Month,30,506,970,1
721,Premium,10,2022-08-16,2023-12-05,France,37,Female,Tablet,1 Month,30,501,977,1
722,Basic,13,2022-08-11,2023-07-14,Brazil,45,Male,Smartphone,1 Month,30,645,982,1
723,Standard,10,2022-08-01,2023-05-06,Mexico,40,Female,Smartphone,1 Month,30,714,992,1
724,Premium,14,2022-08-01,2023-02-12,Spain,44,Male,Laptop,1 Month,30,797,992,1
725,Basic,12,2022-08-01,2023-12-24,Italy,29,Female,Tablet,1 Month,30,482,992,1
726,Premium,14,2022-08-02,2023-08-01,Spain,50,Male,Laptop,1 Month,30,627,991,1
727,Basic,11,2022-08-04,2024-02-26,Spain,32,Female,Laptop,1 Month,30,418,989,1
728,Standard,14,2022-08-04,2022-12-17,United States,39,Male,Laptop,1 Month,30,854,989,1
729,Standard,15,2022-07-07,2024-02-19,Canada,43,Female,Smartphone,1 Month,30,425,1017,1
730,Basic,12,2022-06-27,2022-10-15,United States,49,Female,Smartphone,1 Month,30,917,1027,1
731,Premium,13,2022-06-19,2022-11-28,United States,30,Male,Tablet,1 Month,30,873,1035,1
732,Basic,12,2022-06-19,2022-12-03,Canada,47,Male,Tablet,1 Month,30,868,1035,1
733,Standard,10,2022-06-18,2023-01-17,United Kingdom,51,Female,Laptop,1 Month,30,823,1036,1
734,Premium,14,2022-06-19,2023-08-23,Australia,40,Male,Tablet,1 Month,30,605,1035,1
735,Basic,14,2022-06-24,2023-06-18,Germany,40,Male,Laptop,1 Month,30,671,1030,1
736,Premium,11,2022-06-30,2023-12-19,France,49,Male,Smartphone,1 Month,30,487,1024,1
737,Basic,15,2022-07-02,2022-10-08,Brazil,43,Female,Tablet,1 Month,30,924,1022,1
738,Standard,14,2022-06-26,2024-01-22,Mexico,44,Female,Smartphone,1 Month,30,453,1028,1
739,Standard,13,2022-06-21,2022-09-11,Spain,27,Male,Smartphone,1 Month,30,951,1033,1
740,Basic,14,2022-06-16,2023-10-08,Italy,30,Male,Tablet,1 Month,30,559,1038,1
741,Premium,14,2022-06-09,2023-01-29,Spain,47,Male,Smart TV,1 Month,30,811,1045,1
742,Basic,13,2022-06-10,2022-11-12,Spain,51,Male,Smartphone,1 Month,30,889,1044,1
743,Standard,15,2022-06-10,2022-08-21,United States,31,Female,Laptop,1 Month,30,972,1044,1
744,Premium,13,2022-06-11,2022-10-29,Canada,34,Female,Tablet,1 Month,30,903,1043,1
745,Basic,11,2022-06-12,2024-05-04,United States,28,Female,Laptop,1 Month,30,350,1042,1
746,Basic,15,2022-06-15,2023-01-13,United States,32,Male,Smartphone,1 Month,30,827,1039,1
747,Basic,11,2022-06-25,2022-10-27,Canada,41,Male,Smart TV,1 Month,30,905,1029,1
748,Standard,13,2022-06-30,2023-08-07,United Kingdom,40,Male,Smart TV,1 Month,30,621,1024,1
749,Premium,12,2022-07-06,2024-01-06,Australia,46,Male,Smart TV,1 Month,30,469,1018,1
750,Basic,13,2022-07-09,2023-08-02,Germany,47,Male,Smart TV,1 Month,30,626,1015,1
751,Basic,14,2022-07-18,2023-05-24,France,45,Female,Laptop,1 Month,30,696,1006,1
752,Premium,10,2022-07-24,2023-03-05,Brazil,28,Female,Smartphone,1 Month,30,776,1000,1
753,Standard,12,2022-07-27,2023-03-08,Mexico,43,Female,Smartphone,1 Month,30,773,997,1
754,Standard,11,2022-08-10,2024-07-06,Spain,41,Male,Laptop,1 Month,30,287,983,1
755,Basic,13,2022-08-16,2022-12-16,Italy,32,Male,Tablet,1 Month,30,855,977,1
756,Premium,14,2022-08-23,2022-11-21,Spain,44,Female,Smartphone,1 Month,30,880,970,1
757,Standard,11,2022-09-03,2024-06-27,Spain,32,Male,Laptop,1 Month,30,296,959,1
758,Basic,12,2022-09-04,2022-11-23,United States,47,Male,Laptop,1 Month,30,878,958,1
759,Standard,14,2022-09-05,2023-11-11,Canada,37,Male,Smart TV,1 Month,30,525,957,1
760,Premium,13,2022-09-04,2022-10-08,United States,40,Female,Smartphone,1 Month,30,924,958,1
761,Basic,11,2022-08-31,2024-01-08,United States,48,Female,Smart TV,1 Month,30,467,962,1
762,Premium,10,2022-09-01,2024-05-26,Canada,48,Male,Laptop,1 Month,30,328,961,1
763,Standard,10,2022-09-15,2024-03-31,United Kingdom,35,Male,Laptop,1 Month,30,384,947,1
764,Basic,15,2022-09-18,2023-11-26,Australia,28,Male,Smart TV,1 Month,30,510,944,1
765,Standard,11,2022-09-28,2024-03-23,Germany,35,Female,Smart TV,1 Month,30,392,934,1
766,Premium,13,2022-09-30,2024-08-04,France,43,Male,Smartphone,1 Month,30,258,932,1
767,Basic,15,2022-10-07,2023-06-26,Brazil,39,Male,Laptop,1 Month,30,663,925,1
768,Standard,10,2022-10-08,2024-04-13,Mexico,38,Female,Laptop,1 Month,30,371,924,1
769,Premium,14,2022-10-08,2023-10-18,Spain,36,Female,Smart TV,1 Month,30,549,924,1
770,Basic,11,2022-10-03,2022-12-17,Italy,42,Female,Laptop,1 Month,30,854,929,1
771,Premium,14,2022-10-04,2024-05-01,Spain,27,Male,Tablet,1 Month,30,353,928,1
772,Basic,12,2022-10-02,2023-01-17,Spain,48,Male,Laptop,1 Month,30,823,930,1
773,Standard,13,2022-10-01,2023-01-11,United States,27,Female,Smart TV,1 Month,30,829,931,1
774,Standard,15,2022-10-03,2023-07-08,Canada,49,Male,Smartphone,1 Month,30,651,929,1
775,Basic,11,2022-10-20,2023-01-04,United States,29,Male,Tablet,1 Month,30,836,912,1
776,Premium,11,2022-10-21,2023-03-20,United States,44,Male,Laptop,1 Month,30,761,911,1
777,Basic,11,2022-10-28,2023-06-28,Canada,31,Male,Smartphone,1 Month,30,661,904,1
778,Standard,13,2022-11-03,2023-07-29,United Kingdom,33,Male,Tablet,1 Month,30,630,898,1
779,Premium,10,2022-11-07,2023-01-31,Australia,36,Female,Smart TV,1 Month,30,809,894,1
780,Basic,15,2022-11-12,2023-11-26,Germany,43,Female,Laptop,1 Month,30,510,889,1
781,Premium,14,2022-11-13,2023-03-29,France,30,Female,Smartphone,1 Month,30,752,888,1
782,Basic,13,2022-11-02,2023-01-18,Brazil,44,Female,Laptop,1 Month,30,822,899,1
783,Standard,13,2022-11-01,2024-06-25,Mexico,37,Female,Laptop,1 Month,30,298,900,1
784,Standard,14,2022-10-31,2023-11-01,Spain,27,Male,Laptop,1 Month,30,535,901,1
785,Basic,12,2022-10-28,2022-12-22,Italy,35,Female,Laptop,1 Month,30,849,904,1
786,Premium,13,2022-10-24,2023-08-06,Spain,32,Male,Smart TV,1 Month,30,622,908,1
787,Basic,12,2022-10-03,2022-11-09,Spain,49,Female,Laptop,1 Month,30,892,929,1
788,Standard,12,2022-09-13,2024-06-28,United States,45,Female,Tablet,1 Month,30,295,949,1
789,Premium,11,2022-09-02,2023-06-11,Canada,33,Female,Smartphone,1 Month,30,678,960,1
790,Basic,14,2022-08-30,2023-07-28,United States,37,Female,Smartphone,1 Month,30,631,963,1
791,Premium,15,2022-08-25,2024-06-23,United States,29,Male,Smartphone,1 Month,30,300,968,1
792,Basic,12,2022-08-11,2022-11-04,Canada,45,Male,Smart TV,1 Month,30,897,982,1
793,Standard,11,2022-08-05,2024-02-11,United Kingdom,42,Female,Smartphone,1 Month,30,433,988,1
794,Standard,12,2022-08-02,2023-12-18,Australia,32,Female,Smart TV,1 Month,30,488,991,1
795,Basic,11,2022-08-03,2022-09-29,Germany,47,Male,Smartphone,1 Month,30,933,990,1
796,Premium,12,2022-08-04,2022-11-19,France,27,Male,Smart TV,1 Month,30,882,989,1
797,Basic,10,2022-08-05,2023-04-07,Brazil,35,Male,Tablet,1 Month,30,743,988,1
798,Standard,15,2022-07-12,2023-08-31,Mexico,35,Male,Laptop,1 Month,30,597,1012,1
799,Premium,10,2022-07-02,2023-07-31,Spain,48,Male,Tablet,1 Month,30,628,1022,1
800,Basic,12,2022-06-26,2024-05-21,Italy,36,Male,Smartphone,1 Month,30,333,1028,1
801,Premium,10,2022-06-22,2023-12-29,Spain,46,Male,Smartphone,1 Month,30,477,1032,1
802,Basic,13,2022-06-22,2023-05-29,Spain,33,Female,Smartphone,1 Month,30,691,1032,1
803,Standard,14,2022-06-19,2022-07-25,United States,43,Male,Smart TV,1 Month,30,999,1035,1
804,Standard,14,2022-06-22,2022-07-24,Canada,47,Female,Smartphone,1 Month,30,1000,1032,1
805,Basic,15,2022-06-27,2024-04-09,United States,39,Female,Laptop,1 Month,30,375,1027,1
806,Premium,15,2022-07-01,2023-07-28,United States,30,Female,Laptop,1 Month,30,631,1023,1
807,Basic,11,2022-06-28,2023-12-17,Canada,46,Male,Tablet,1 Month,30,489,1026,1
808,Standard,13,2022-06-25,2023-04-24,United Kingdom,39,Male,Smart TV,1 Month,30,726,1029,1
809,Premium,10,2022-06-22,2023-12-09,Australia,28,Male,Smartphone,1 Month,30,497,1032,1
810,Basic,13,2022-06-09,2022-07-23,Germany,38,Male,Smartphone,1 Month,30,1001,1045,1
811,Premium,13,2022-06-10,2023-01-17,France,36,Male,Laptop,1 Month,30,823,1044,1
812,Basic,15,2022-06-11,2024-04-01,Brazil,33,Male,Laptop,1 Month,30,383,1043,1
813,Standard,10,2022-06-11,2023-11-07,Mexico,50,Male,Smartphone,1 Month,30,529,1043,1
814,Standard,10,2022-06-12,2022-08-08,Spain,38,Male,Smartphone,1 Month,30,985,1042,1
815,Basic,15,2022-06-13,2022-08-20,Italy,29,Male,Smartphone,1 Month,30,973,1041,1
816,Premium,15,2022-06-18,2023-04-16,Spain,47,Female,Smart TV,1 Month,30,734,1036,1
817,Basic,15,2022-06-29,2023-03-16,Spain,31,Female,Tablet,1 Month,30,765,1025,1
818,Standard,13,2022-06-30,2022-10-23,United States,40,Male,Tablet,1 Month,30,909,1024,1
819,Premium,14,2022-07-01,2023-11-16,Canada,50,Male,Laptop,1 Month,30,520,1023,1
820,Basic,11,2022-07-07,2022-12-09,United States,43,Female,Tablet,1 Month,30,862,1017,1
821,Basic,12,2022-07-13,2024-01-30,United States,35,Female,Laptop,1 Month,30,445,1011,1
822,Basic,11,2022-07-24,2023-01-14,Canada,36,Male,Laptop,1 Month,30,826,1000,1
823,Standard,15,2022-07-29,2024-02-03,United Kingdom,30,Male,Smartphone,1 Month,30,441,995,1
824,Premium,13,2022-07-31,2023-03-29,Australia,47,Female,Smartphone,1 Month,30,752,993,1
825,Basic,12,2022-08-09,2022-10-02,Germany,30,Female,Laptop,1 Month,30,930,984,1
826,Basic,11,2022-08-18,2024-04-18,France,37,Male,Smart TV,1 Month,30,366,975,1
827,Premium,15,2022-08-20,2023-10-17,Brazil,34,Male,Smartphone,1 Month,30,550,973,1
828,Standard,15,2022-08-30,2022-12-04,Mexico,33,Female,Smart TV,1 Month,30,867,963,1
829,Standard,10,2022-09-01,2023-05-21,Spain,31,Male,Tablet,1 Month,30,699,961,1
830,Basic,13,2022-09-02,2023-01-18,Italy,30,Female,Smartphone,1 Month,30,822,960,1
831,Premium,10,2022-09-02,2023-02-24,Spain,35,Male,Smartphone,1 Month,30,785,960,1
832,Standard,14,2022-09-15,2023-02-02,Spain,40,Female,Tablet,1 Month,30,807,947,1
833,Basic,13,2022-09-17,2023-06-01,United States,29,Male,Smartphone,1 Month,30,688,945,1
834,Standard,14,2022-09-26,2023-02-13,Canada,34,Female,Smart TV,1 Month,30,796,936,1
835,Premium,12,2022-09-27,2024-02-08,United States,31,Male,Laptop,1 Month,30,436,935,1
836,Basic,15,2022-10-04,2022-12-06,United States,28,Male,Laptop,1 Month,30,865,928,1
837,Premium,12,2022-10-06,2024-07-19,Canada,46,Female,Smart TV,1 Month,30,274,926,1
838,Standard,11,2022-10-07,2023-11-09,United Kingdom,38,Male,Smartphone,1 Month,30,527,925,1
839,Basic,13,2022-10-06,2024-06-21,Australia,35,Female,Laptop,1 Month,30,302,926,1
840,Standard,15,2022-10-07,2024-05-12,Germany,49,Male,Smartphone,1 Month,30,342,925,1
841,Premium,13,2022-10-06,2024-01-03,France,42,Male,Smartphone,1 Month,30,472,926,1
842,Basic,14,2022-10-06,2024-07-09,Brazil,37,Female,Laptop,1 Month,30,284,926,1
843,Standard,13,2022-10-04,2024-04-03,Mexico,39,Female,Smartphone,1 Month,30,381,928,1
844,Premium,10,2022-10-14,2023-08-21,Spain,47,Female,Smart TV,1 Month,30,607,918,1
845,Basic,12,2022-10-19,2023-10-03,Italy,49,Male,Smartphone,1 Month,30,564,913,1
846,Premium,12,2022-10-21,2024-02-05,Spain,35,Male,Laptop,1 Month,30,439,911,1
847,Basic,11,2022-10-28,2023-10-07,Spain,36,Female,Smart TV,1 Month,30,560,904,1
848,Standard,11,2022-11-01,2023-12-12,United States,40,Male,Tablet,1 Month,30,494,900,1
849,Standard,10,2022-11-12,2023-09-26,Canada,30,Female,Smart TV,1 Month,30,571,889,1
850,Basic,13,2022-11-13,2024-02-22,United States,51,Female,Smart TV,1 Month,30,422,888,1
851,Premium,15,2022-11-09,2024-09-30,United States,47,Male,Laptop,1 Month,30,201,892,1
852,Basic,12,2022-11-08,2023-09-10,Canada,47,Female,Laptop,1 Month,30,587,893,1
853,Standard,14,2022-11-06,2024-07-09,United Kingdom,39,Male,Tablet,1 Month,30,284,895,1
854,Premium,10,2022-11-07,2024-04-22,Australia,49,Male,Smart TV,1 Month,30,362,894,1
855,Basic,12,2022-11-02,2024-08-16,Germany,33,Male,Laptop,1 Month,30,246,899,1
856,Premium,10,2022-10-06,2024-04-03,France,32,Female,Smart TV,1 Month,30,381,926,1
857,Basic,15,2022-09-16,2023-09-30,Brazil,40,Male,Smartphone,1 Month,30,567,946,1
858,Standard,14,2022-09-10,2023-12-29,Mexico,40,Female,Laptop,1 Month,30,477,952,1
859,Standard,12,2022-09-04,2023-09-18,Spain,51,Female,Tablet,1 Month,30,579,958,1
860,Basic,13,2022-08-26,2024-05-23,Italy,50,Male,Smart TV,1 Month,30,331,967,1
861,Premium,14,2022-08-14,2024-07-07,Spain,50,Female,Smart TV,1 Month,30,286,979,1
862,Basic,14,2022-08-12,2023-01-25,Spain,47,Male,Smartphone,1 Month,30,815,981,1
863,Standard,12,2022-08-10,2023-05-09,United States,35,Male,Laptop,1 Month,30,711,983,1
864,Premium,11,2022-08-10,2024-03-04,Canada,31,Male,Tablet,1 Month,30,411,983,1
865,Basic,15,2022-08-04,2022-10-12,United States,36,Male,Smartphone,1 Month,30,920,989,1
866,Premium,10,2022-08-05,2023-04-20,United States,41,Female,Smart TV,1 Month,30,730,988,1
867,Basic,13,2022-07-17,2024-02-14,Canada,49,Female,Tablet,1 Month,30,430,1007,1
868,Standard,12,2022-07-16,2023-03-25,United Kingdom,34,Female,Tablet,1 Month,30,756,1008,1
869,Standard,15,2022-07-13,2022-08-17,Australia,30,Female,Tablet,1 Month,30,976,1011,1
870,Basic,13,2022-07-03,2023-06-19,Germany,38,Male,Laptop,1 Month,30,670,1021,1
871,Premium,11,2022-06-24,2023-11-03,France,45,Male,Tablet,1 Month,30,533,1030,1
872,Basic,14,2022-06-21,2022-10-03,Brazil,42,Female,Laptop,1 Month,30,929,1033,1
873,Standard,10,2022-06-22,2022-07-25,Mexico,42,Female,Smart TV,1 Month,30,999,1032,1
874,Premium,10,2022-06-23,2024-04-28,Spain,31,Male,Smart TV,1 Month,30,356,1031,1
875,Basic,14,2022-06-26,2022-11-20,Italy,28,Male,Smart TV,1 Month,30,881,1028,1
876,Premium,11,2022-06-27,2024-03-23,Spain,44,Male,Tablet,1 Month,30,392,1027,1
877,Basic,13,2022-06-28,2023-12-13,Spain,30,Male,Smart TV,1 Month,30,493,1026,1
878,Standard,13,2022-06-28,2024-02-21,United States,33,Male,Smartphone,1 Month,30,423,1026,1
879,Standard,12,2022-06-18,2023-10-01,Canada,42,Female,Tablet,1 Month,30,566,1036,1
880,Basic,11,2022-06-11,2023-01-20,United States,31,Male,Smart TV,1 Month,30,820,1043,1
881,Premium,11,2022-06-11,2023-08-06,United States,31,Female,Smartphone,1 Month,30,622,1043,1
882,Basic,13,2022-06-12,2022-08-06,Canada,46,Female,Smart TV,1 Month,30,987,1042,1
883,Standard,15,2022-06-13,2023-09-20,United Kingdom,28,Female,Tablet,1 Month,30,577,1041,1
884,Premium,11,2022-06-13,2023-01-01,Australia,50,Male,Tablet,1 Month,30,839,1041,1
885,Basic,11,2022-06-18,2023-05-13,Germany,34,Male,Tablet,1 Month,30,707,1036,1
886,Premium,15,2022-06-23,2024-04-27,France,45,Female,Smart TV,1 Month,30,357,1031,1
887,Basic,12,2022-06-26,2023-06-16,Brazil,38,Female,Laptop,1 Month,30,673,1028,1
888,Standard,13,2022-06-29,2023-09-11,Mexico,42,Female,Laptop,1 Month,30,586,1025,1
889,Standard,10,2022-07-02,2022-11-26,Spain,45,Female,Smartphone,1 Month,30,875,1022,1
890,Basic,10,2022-07-06,2023-03-17,Italy,44,Male,Smart TV,1 Month,30,764,1018,1
